premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2,output_text,output_label,preds,choice,is_correct
The man was jealous of his coworker.,His coworker got a promotion.,His coworker worked late.,cause,easy,1,0,test,question: the man was jealous of his coworker. what is the most plausible cause? options: a) his coworker got a promotion b) his coworker worked late,his coworker got a promotion,copa,his coworker got a promotion,his coworker worked late,a) his coworker got a promotion,a,b) his coworker worked late,b,0
The man witnessed aliens.,He was hallucinating.,He was meditating.,cause,easy,1,0,test,question: the man witnessed aliens. what is the most plausible cause? options: a) he was hallucinating b) he was meditating,he was hallucinating,copa,he was hallucinating,he was meditating,a) he was hallucinating,a,a) he was hallucinating,a,1
The man's hair turned blonde.,He put bleach in it.,He put shampoo in it.,cause,easy,1,0,test,question: the man's hair turned blonde. what is the most plausible cause? options: a) he put bleach in it b) he put shampoo in it,he put bleach in it,copa,he put bleach in it,he put shampoo in it,a) he put bleach in it,a,a) he put bleach in it,a,1
The artist created new work.,She critiqued her previous work.,She felt a stroke of inspiration.,cause,easy,2,1,test,question: the artist created new work. what is the most plausible cause? options: a) she critiqued her previous work b) she felt a stroke of inspiration,she felt a stroke of inspiration,copa,she critiqued her previous work,she felt a stroke of inspiration,b) she felt a stroke of inspiration,b,b) she felt a stroke of inspiration,b,1
The son moved away from home.,He was discharged from the military.,He was going to college.,cause,hard,2,1,test,question: the son moved away from home. what is the most plausible cause? options: a) he was discharged from the military b) he was going to college,he was going to college,copa,he was discharged from the military,he was going to college,b) he was going to college,b,a) he was discharged from the military,a,0
Books fell out of the bookcase.,The shelves were covered with dust.,An earthquake shook the bookcase.,cause,easy,2,1,test,question: books fell out of the bookcase. what is the most plausible cause? options: a) the shelves were covered with dust b) an earthquake shook the bookcase,an earthquake shook the bookcase,copa,the shelves were covered with dust,an earthquake shook the bookcase,b) an earthquake shook the bookcase,b,b) an earthquake shook the bookcase,b,1
The electricity in my house shut off.,I turned on a light.,I reset the circuit breaker.,effect,easy,2,1,test,question: the electricity in my house shut off. what is the most plausible effect? options: a) i turned on a light b) i reset the circuit breaker,i reset the circuit breaker,copa,i turned on a light,i reset the circuit breaker,b) i reset the circuit breaker,b,b) i reset the circuit breaker,b,1
We rode the roller coaster.,It looked scary.,It looked fun.,cause,hard,2,1,test,question: we rode the roller coaster. what is the most plausible cause? options: a) it looked scary b) it looked fun,it looked fun,copa,it looked scary,it looked fun,b) it looked fun,b,b) it looked fun,b,1
The bag of popcorn began to pop.,I poured butter into the bag.,I heated it in the microwave.,cause,easy,2,1,test,question: the bag of popcorn began to pop. what is the most plausible cause? options: a) i poured butter into the bag b) i heated it in the microwave,i heated it in the microwave,copa,i poured butter into the bag,i heated it in the microwave,b) i heated it in the microwave,b,b) i heated it in the microwave,b,1
A tree fell on the power line.,The electricity in the neighborhood went out.,The forecast predicted heavy winds.,effect,hard,1,0,test,question: a tree fell on the power line. what is the most plausible effect? options: a) the electricity in the neighborhood went out b) the forecast predicted heavy winds,the electricity in the neighborhood went out,copa,the electricity in the neighborhood went out,the forecast predicted heavy winds,a) the electricity in the neighborhood went out,a,a) the electricity in the neighborhood went out,a,1
The speaker made politically incorrect comments.,He bored the audience.,He offended the audience.,effect,easy,2,1,test,question: the speaker made politically incorrect comments. what is the most plausible effect? options: a) he bored the audience b) he offended the audience,he offended the audience,copa,he bored the audience,he offended the audience,b) he offended the audience,b,b) he offended the audience,b,1
I pricked myself with the pin.,A bead of sweat dripped from my face.,A drop of blood formed on my finger.,effect,easy,2,1,test,question: i pricked myself with the pin. what is the most plausible effect? options: a) a bead of sweat dripped from my face b) a drop of blood formed on my finger,a drop of blood formed on my finger,copa,a bead of sweat dripped from my face,a drop of blood formed on my finger,b) a drop of blood formed on my finger,b,b) a drop of blood formed on my finger,b,1
The fish floated on the surface of the tank.,It was hungry.,It was dead.,cause,hard,2,1,test,question: the fish floated on the surface of the tank. what is the most plausible cause? options: a) it was hungry b) it was dead,it was dead,copa,it was hungry,it was dead,b) it was dead,b,b) it was dead,b,1
The man's voice sounded hoarse.,He had a cold.,He quit smoking.,cause,hard,1,0,test,question: the man's voice sounded hoarse. what is the most plausible cause? options: a) he had a cold b) he quit smoking,he had a cold,copa,he had a cold,he quit smoking,a) he had a cold,a,a) he had a cold,a,1
The elevator doors opened.,The elevator arrived at the designated floor.,The elevator got stuck between floors.,cause,hard,1,0,test,question: the elevator doors opened. what is the most plausible cause? options: a) the elevator arrived at the designated floor b) the elevator got stuck between floors,the elevator arrived at the designated floor,copa,the elevator arrived at the designated floor,the elevator got stuck between floors,a) the elevator arrived at the designated floor,a,a) the elevator arrived at the designated floor,a,1
The teenager snuck out of the house.,He lied to his parents.,His parents grounded him.,cause,hard,2,1,test,question: the teenager snuck out of the house. what is the most plausible cause? options: a) he lied to his parents b) his parents grounded him,his parents grounded him,copa,he lied to his parents,his parents grounded him,b) his parents grounded him,b,a) he lied to his parents,a,0
The bathroom flooded.,The toilet overflowed.,The water heater broke.,cause,hard,1,0,test,question: the bathroom flooded. what is the most plausible cause? options: a) the toilet overflowed b) the water heater broke,the toilet overflowed,copa,the toilet overflowed,the water heater broke,a) the toilet overflowed,a,a) the toilet overflowed,a,1
The puppy stayed near its owner.,The owner put a collar on the puppy.,The owner kept the puppy on a leash.,cause,hard,2,1,test,question: the puppy stayed near its owner. what is the most plausible cause? options: a) the owner put a collar on the puppy b) the owner kept the puppy on a leash,the owner kept the puppy on a leash,copa,the owner put a collar on the puppy,the owner kept the puppy on a leash,b) the owner kept the puppy on a leash,b,b) the owner kept the puppy on a leash,b,1
